{FA	R117a	0 1 2 0 1	 0.990	0.100	750}
{FF	R117a	0 1 2 0 1	 0.890	0.100	750}
{FF	R117a	0 1 2 0 1	 0.825	0.100	750}
{FF	R117a	0 1 2 0 1	 0.760	0.100	750}
{FF	R117a	0 1 2 0 1	 0.695	0.100	750}
{FF	R117a	0 1 2 0 1	 0.630	0.100	750}
{FF	R117a	0 1 2 0 1	 0.565	0.100	750}
{FF	R117a	0 1 2 0 1	 0.500	0.100	750}
{FF	R117a	0 1 2 0 1	 0.435	0.100	750}
{FF	R117a	0 1 2 0 1	 0.370	0.100	750}
{FF	R117a	0 1 2 0 1	 0.305	0.100	750}
{FF	R117a	0 1 2 0 1	 0.240	0.100	750}
{FF	R117a	0 1 2 0 1	 0.175	0.100	750}
{FF	R117a	0 1 2 0 1	 0.110	0.100	750}
{FA	R117a	0 1 2 0 1	 0.010	0.100	750}
{FA	R359	4 5 6 17 0	1.0550	0.055	2000}
{FF	R359	4 5 6 17 0	1.0000	0.055	2000}
{FF	R359	4 5 6 17 0	0.9650	0.055	2000}
{FF	R359	4 5 6 17 0	0.9300	0.055	2000}
{FF	R359	4 5 6 17 0	0.8950	0.055	2000}
{FF	R359	4 5 6 17 0	0.8600	0.055	2000}
{FF	R359	4 5 6 17 0	0.8250	0.055	2000}
{FF	R359	4 5 6 17 0	0.7900	0.055	2000}
{FF	R359	4 5 6 17 0	0.7550	0.055	2000}
{FF	R359	4 5 6 17 0	0.7200	0.055	2000}
{FF	R359	4 5 6 17 0	0.6850	0.055	2000}
{FF	R359	4 5 6 17 0	0.6500	0.055	2000}
{FF	R359	4 5 6 17 0	0.6150	0.055	2000}
{FF	R359	4 5 6 17 0	0.5800	0.055	2000}
{FF	R359	4 5 6 17 0	0.5450	0.055	2000}
{FF	R359	4 5 6 17 0	0.5100	0.055	2000}
{FF	R359	4 5 6 17 0	0.4750	0.055	2000}
{FF	R359	4 5 6 17 0	0.4400	0.055	2000}
{FF	R359	4 5 6 17 0	0.4050	0.055	2000}
{FF	R359	4 5 6 17 0	0.3700	0.055	2000}
{FF	R359	4 5 6 17 0	0.3350	0.055	2000}
{FF	R359	4 5 6 17 0	0.3000	0.055	2000}
{FF	R359	4 5 6 17 0	0.2650	0.055	2000}
{FF	R359	4 5 6 17 0	0.2300	0.055	2000}
{FF	R359	4 5 6 17 0	0.1950	0.055	2000}
{FF	R359	4 5 6 17 0	0.1600	0.055	2000}
{FF	R359	4 5 6 17 0	0.1250	0.055	2000}
{FF	R359	4 5 6 17 0	0.0900	0.055	2000}
{FF	R359	4 5 6 17 0	0.0550	0.055	2000}
